location,city,country,utc,local,parameter,value,unit,attribution
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
Cid.Universitária-USP-Ipen,São Paulo,BR,2016-02-24T02:00:00.000Z,2016-02-23T23:00:00-03:00,pm25,8,µg/m³,"[{""name"":""CETESB"",""url"":""http://cetesb.sp.gov.br/""}]"
